timestamp,temperature,humidity,moisture
3.695,30.4,44.0,17.5
4.708,30.4,44.0,17.7
5.99,30.2,45.0,17.7
7.002,30.2,45.0,17.9
8.285,30.3,45.0,18.0
9.296,30.3,45.0,18.3
10.579,30.3,45.0,18.3
11.59,30.3,45.0,18.2
12.873,30.3,45.0,18.2
13.884,30.3,45.0,18.4
15.166,30.3,46.0,18.4
16.178,30.3,46.0,18.3
17.459,30.4,47.0,18.4
18.471,30.4,47.0,18.2
19.753,30.4,47.0,19.1
20.765,30.4,47.0,17.4
22.047,30.5,47.0,17.9
23.059,30.5,47.0,18.0
24.343,30.4,47.0,18.2
25.355,30.4,47.0,17.9
26.637,30.5,46.0,17.7
27.65,30.5,46.0,18.7
28.932,30.5,46.0,18.5
29.944,30.5,46.0,18.2
31.226,30.5,46.0,18.3
32.238,30.5,46.0,24.9
33.52,30.5,46.0,18.8
34.532,30.5,46.0,17.7
35.814,27.8,45.0,19.6
36.826,27.8,45.0,20.0
38.108,30.4,47.0,20.1
39.12,30.4,47.0,20.1
40.402,30.5,48.0,20.1
41.414,30.5,48.0,19.7
42.696,30.4,48.0,20.2
43.709,30.4,48.0,20.1
44.992,30.4,47.0,19.9
46.004,30.4,47.0,19.5
47.287,30.4,47.0,20.0
48.298,30.4,47.0,19.8
49.581,30.3,48.0,19.8
50.592,30.3,48.0,20.0
51.875,30.3,48.0,20.2
52.886,30.3,48.0,19.8
54.169,30.3,48.0,19.6
55.181,30.3,48.0,19.9
56.463,30.3,48.0,19.8
57.475,30.3,48.0,19.9
58.757,30.3,48.0,20.2
59.769,30.3,48.0,19.8
61.051,30.2,49.0,19.7
62.063,30.2,49.0,19.9
63.347,30.2,49.0,19.8
64.359,30.2,49.0,19.6
65.641,30.2,50.0,19.5
66.653,30.2,50.0,19.6
67.936,30.2,50.0,20.0
68.948,30.2,50.0,19.7
70.23,30.2,51.0,20.1
71.242,30.2,51.0,19.3
72.524,30.2,50.0,19.6
73.536,30.2,50.0,19.5
74.818,30.1,50.0,19.7
75.83,30.1,50.0,19.5
77.112,30.2,51.0,19.7
78.124,30.2,51.0,19.6
79.407,30.1,50.0,19.6
80.418,30.1,50.0,19.8
81.701,30.1,50.0,19.7
82.712,30.1,50.0,20.2
83.997,30.1,50.0,19.7
85.009,30.1,50.0,19.6
86.291,30.1,50.0,19.6
87.303,30.1,50.0,19.8
88.585,30.0,50.0,19.4
89.597,30.0,50.0,19.5
90.879,30.1,51.0,20.1
91.891,30.1,51.0,19.6
93.173,30.1,51.0,19.4
94.185,30.1,51.0,19.6
95.467,30.0,51.0,19.6
96.479,30.0,51.0,19.4
97.761,30.0,52.0,19.5
98.773,30.0,52.0,19.3
100.055,30.0,52.0,19.6
101.067,30.0,52.0,19.4
102.349,30.0,52.0,19.6
103.362,30.0,52.0,19.2
104.645,30.0,52.0,19.3
105.657,30.0,52.0,19.8
106.939,30.0,52.0,19.6
107.951,30.0,52.0,19.5
109.233,30.0,52.0,19.5
110.245,30.0,52.0,19.4
111.526,30.0,51.0,19.2
112.538,30.0,51.0,19.4
113.82,30.0,51.0,19.7
114.832,30.0,51.0,19.5
116.114,30.0,51.0,19.6
117.125,30.0,51.0,19.7
118.408,30.0,51.0,19.5
119.419,30.0,51.0,19.6
120.702,30.0,51.0,19.4
121.713,30.0,51.0,19.1
122.998,30.0,51.0,19.5
124.009,30.0,51.0,19.5
125.291,30.0,52.0,19.9
126.303,30.0,52.0,19.5
127.585,30.0,52.0,19.7
128.597,30.0,52.0,19.2
129.88,30.0,52.0,19.4
130.892,30.0,52.0,19.4
132.174,30.0,52.0,19.2
133.186,30.0,52.0,19.2
134.468,30.0,52.0,19.6
135.48,30.0,52.0,19.5
136.761,29.9,53.0,19.5
137.773,29.9,53.0,19.6
139.055,29.9,53.0,19.8
140.067,29.9,53.0,19.5
141.349,29.9,53.0,19.2
142.361,29.9,53.0,19.6
143.645,29.9,54.0,19.9
144.657,29.9,54.0,19.3
145.939,29.9,55.0,19.5
146.951,29.9,55.0,19.4
148.233,29.9,55.0,19.6
149.245,29.9,55.0,19.2
150.527,29.9,55.0,19.8
151.539,29.9,55.0,19.5
152.821,29.9,55.0,19.6
153.833,29.9,55.0,19.4
155.116,29.9,55.0,19.5
156.127,29.9,55.0,19.4
157.41,29.9,55.0,19.4
158.421,29.9,55.0,19.4
159.704,29.8,55.0,19.6
160.715,29.8,55.0,19.4
161.998,29.9,55.0,19.6
163.011,29.9,55.0,19.2
164.293,29.8,55.0,19.4
165.305,29.8,55.0,19.6
166.587,29.8,55.0,19.5
167.599,29.8,55.0,19.9
168.881,29.8,55.0,19.7
169.893,29.8,55.0,19.6
171.175,29.8,55.0,19.5
172.187,29.8,55.0,19.6
173.469,29.8,55.0,19.3
174.481,29.8,55.0,19.6
175.763,29.8,55.0,19.7
176.775,29.8,55.0,19.6
178.058,29.8,55.0,19.7
179.07,29.8,55.0,19.4
180.352,29.8,55.0,19.6
181.364,29.8,55.0,19.3
182.648,29.8,54.0,19.7
183.66,29.8,54.0,19.3
184.942,29.8,54.0,20.0
